Model Number,Accuracy,Precision,Recall,Model Size
31, 0.9818181818181818, 1.0, 0.9, 8782444
32, 0.8772727272727273, 0.5970149253731343, 1.0, 8782444
33, 1.0, 1.0, 1.0, 8789220
34, 0.8181818181818182, 0.0, 0.0, 8613956
