Model Number,Input Configuration,Model Configuration,Accuracy,Precision,Recall,Model Size
102,"(6000, 'spectrogram')","[(64, 3, 'relu'), (16, 3, 'relu')]",0.9636363636363636,0.9705882352941176,0.825,74534936
103,"(6000, 'spectrogram')","[(64, 5, 'relu')]",0.18181818181818182,0.18181818181818182,1.0,297978060
104,"(6000, 'spectrogram')","[(64, 3, 'relu')]",1.0,1.0,1.0,303795404
105,"(6000, 'spectrogram')","[(64, 5, 'relu')]",0.8181818181818182,0.0,0.0,297978060
106,"(6000, 'spectrogram')","[(64, 3, 'relu'), (32, 3, 'relu')]",0.18181818181818182,0.18181818181818182,1.0,149064024
107,"(6000, 'spectrogram')","[(32, 3, 'relu')]",0.8181818181818182,0.0,0.0,151899084
108,"(6000, 'spectrogram')","[(32, 3, 'relu'), (16, 3, 'relu')]",1.0,1.0,1.0,74515224
109,"(6000, 'spectrogram')","[(64, 3, 'relu')]",0.8181818181818182,0.0,0.0,303795404
110,"(6000, 'spectrogram')","[(64, 5, 'relu')]",0.18181818181818182,0.18181818181818182,1.0,297978060
111,"(6000, 'spectrogram')","[(32, 3, 'relu')]",1.0,1.0,1.0,151899084
112,"(6000, 'spectrogram')","[(32, 3, 'relu')]",0.8181818181818182,0.0,0.0,151899084
113,"(6000, 'spectrogram')","[(32, 3, 'relu'), (32, 3, 'relu')]",0.8181818181818182,0.0,0.0,149025912
114,"(6000, 'spectrogram')","[(64, 3, 'relu'), (32, 3, 'relu')]",0.8181818181818182,0.0,0.0,149064024
115,"(6000, 'spectrogram')","[(32, 3, 'relu')]",0.18181818181818182,0.18181818181818182,1.0,151899084
116,"(6000, 'spectrogram')","[(64, 5, 'relu')]",1.0,1.0,1.0,297978060
117,"(6000, 'spectrogram')","[(32, 3, 'sigmoid'), (16, 3, 'relu')]",0.18181818181818182,0.18181818181818182,1.0,74515376
118,"(6000, 'spectrogram')","[(32, 3, 'relu')]",0.18181818181818182,0.18181818181818182,1.0,151899084
119,"(6000, 'spectrogram')","[(32, 3, 'relu'), (32, 3, 'relu')]",0.8181818181818182,0.0,0.0,149025912
120,"(6000, 'spectrogram')","[(64, 3, 'sigmoid')]",0.8181818181818182,0.0,0.0,303795544
121,"(6000, 'spectrogram')","[(32, 5, 'relu'), (16, 3, 'relu')]",0.8181818181818182,0.0,0.0,73067032
122,"(6000, 'spectrogram')","[(32, 5, 'relu')]",0.8181818181818182,0.0,0.0,148990412
123,"(6000, 'spectrogram')","[(64, 5, 'relu'), (8, 3, 'sigmoid')]",1.0,1.0,1.0,36549520
124,"(6000, 'spectrogram')","[(32, 3, 'relu')]",1.0,1.0,1.0,151899084
125,"(6000, 'spectrogram')","[(32, 3, 'relu')]",1.0,1.0,1.0,151899084
126,"(6000, 'spectrogram')","[(64, 5, 'relu')]",0.8181818181818182,0.0,0.0,297978060
127,"(6000, 'spectrogram')","[(32, 3, 'sigmoid')]",0.18181818181818182,0.18181818181818182,1.0,151899224
128,"(6000, 'spectrogram')","[(32, 5, 'relu'), (8, 3, 'relu')]",0.9954545454545455,1.0,0.975,36536824
129,"(6000, 'spectrogram')","[(32, 5, 'relu'), (16, 3, 'relu')]",0.18181818181818182,0.18181818181818182,1.0,73067032
130,"(6000, 'spectrogram')","[(64, 3, 'sigmoid')]",0.18181818181818182,0.18181818181818182,1.0,303795544
131,"(6000, 'spectrogram')","[(32, 3, 'relu')]",0.18181818181818182,0.18181818181818182,1.0,151899084
132,"(6000, 'spectrogram')","[(64, 5, 'relu'), (16, 3, 'sigmoid')]",1.0,1.0,1.0,73088944
133,"(6000, 'spectrogram')","[(32, 3, 'sigmoid'), (2, 5, 'relu')]",0.18181818181818182,0.18181818181818182,1.0,9141368
134,"(6000, 'spectrogram')","[(64, 5, 'relu')]",0.18181818181818182,0.18181818181818182,1.0,297978060
135,"(6000, 'spectrogram')","[(64, 3, 'relu')]",0.8181818181818182,0.0,0.0,303795404
136,"(6000, 'spectrogram')","[(32, 5, 'relu'), (8, 3, 'sigmoid')]",1.0,1.0,1.0,36536976
137,"(6000, 'spectrogram')","[(32, 5, 'relu'), (8, 3, 'relu'), (32, 3, 'sigmoid')]",0.8181818181818182,0.0,0.0,143219516
138,"(6000, 'spectrogram')","[(64, 5, 'relu'), (16, 3, 'sigmoid')]",0.18181818181818182,0.18181818181818182,1.0,73088944
139,"(6000, 'spectrogram')","[(64, 3, 'relu'), (8, 3, 'sigmoid')]",1.0,1.0,1.0,37270544
140,"(6000, 'spectrogram')","[(64, 3, 'sigmoid')]",0.9954545454545455,1.0,0.975,303795544
141,"(6000, 'spectrogram')","[(64, 5, 'relu'), (16, 3, 'sigmoid'), (2, 3, 'sigmoid')]",0.18181818181818182,0.18181818181818182,1.0,8998432
142,"(6000, 'spectrogram')","[(32, 3, 'sigmoid'), (2, 5, 'relu')]",0.18181818181818182,0.18181818181818182,1.0,9141368
143,"(6000, 'spectrogram')","[(32, 5, 'relu'), (8, 5, 'sigmoid')]",1.0,1.0,1.0,35830800
144,"(6000, 'spectrogram')","[(32, 5, 'relu'), (8, 5, 'relu')]",0.2818181818181818,0.1402439024390244,0.575,35830648
145,"(6000, 'spectrogram')","[(64, 3, 'relu')]",0.18181818181818182,0.18181818181818182,1.0,303795404
146,"(6000, 'spectrogram')","[(32, 5, 'relu'), (8, 5, 'sigmoid')]",0.18181818181818182,0.18181818181818182,1.0,35830800
147,"(6000, 'spectrogram')","[(64, 5, 'relu'), (8, 3, 'sigmoid')]",0.9954545454545455,1.0,0.975,36549520
148,"(6000, 'spectrogram')","[(64, 5, 'relu'), (16, 3, 'sigmoid'), (2, 3, 'sigmoid')]",0.8181818181818182,0.0,0.0,8998432
149,"(6000, 'spectrogram')","[(64, 5, 'relu'), (8, 3, 'sigmoid')]",1.0,1.0,1.0,36549520
150,"(6000, 'spectrogram')","[(64, 3, 'relu'), (4, 3, 'sigmoid')]",0.8181818181818182,0.0,0.0,18638272
151,"(6000, 'spectrogram')","[(64, 3, 'relu'), (8, 3, 'sigmoid')]",0.18181818181818182,0.18181818181818182,1.0,37270544
152,"(6000, 'spectrogram')","[(32, 5, 'relu')]",0.18181818181818182,0.18181818181818182,1.0,148990412
153,"(6000, 'spectrogram')","[(64, 5, 'relu'), (8, 3, 'relu')]",0.38636363636363635,0.18543046357615894,0.7,36549368
154,"(6000, 'spectrogram')","[(64, 3, 'relu'), (8, 3, 'sigmoid')]",0.18181818181818182,0.18181818181818182,1.0,37270544
155,"(6000, 'spectrogram')","[(64, 3, 'relu')]",0.8181818181818182,0.0,0.0,303795404
156,"(6000, 'spectrogram')","[(16, 5, 'relu'), (8, 5, 'sigmoid')]",0.8181818181818182,0.0,0.0,35816336
157,"(6000, 'spectrogram')","[(64, 5, 'relu'), (8, 3, 'sigmoid')]",1.0,1.0,1.0,36549520
158,"(6000, 'spectrogram')","[(64, 3, 'relu'), (8, 3, 'sigmoid')]",0.18181818181818182,0.18181818181818182,1.0,37270544
159,"(6000, 'spectrogram')","[(64, 3, 'relu'), (8, 3, 'sigmoid')]",0.18181818181818182,0.18181818181818182,1.0,37270544
160,"(6000, 'spectrogram')","[(64, 3, 'relu')]",0.18181818181818182,0.18181818181818182,1.0,303795404
161,"(6000, 'spectrogram')","[(64, 5, 'relu'), (8, 3, 'relu')]",0.9272727272727272,1.0,0.6,36549368
162,"(6000, 'spectrogram')","[(64, 3, 'relu'), (8, 3, 'sigmoid')]",0.18181818181818182,0.18181818181818182,1.0,37270544
163,"(6000, 'spectrogram')","[(64, 5, 'relu'), (8, 3, 'sigmoid')]",0.8181818181818182,0.0,0.0,36549520
164,"(6000, 'spectrogram')","[(64, 3, 'relu'), (8, 3, 'sigmoid')]",1.0,1.0,1.0,37270544
165,"(6000, 'spectrogram')","[(32, 3, 'relu')]",0.18181818181818182,0.18181818181818182,1.0,151899084
166,"(6000, 'spectrogram')","[(64, 5, 'relu')]",0.18181818181818182,0.18181818181818182,1.0,297978060
167,"(6000, 'spectrogram')","[(64, 3, 'relu')]",0.8181818181818182,0.0,0.0,303795404
168,"(6000, 'spectrogram')","[(64, 5, 'relu')]",1.0,1.0,1.0,297978060
