Model Number,Input Configuration,Model Configuration,Accuracy,Precision,Recall,Model Size
25,"(6000, 'spectrogram')","[(2, 5, 'relu'), (32, 5, 'sigmoid')]",0.8181818181818182,0.0,0.0,143203728
26,"(6000, 'spectrogram')","[(4, 5, 'sigmoid')]",0.8181818181818182,0.0,0.0,18626328
27,"(6000, 'spectrogram')","[(2, 5, 'relu'), (8, 5, 'relu')]",1.0,1.0,1.0,35803480
28,"(6000, 'spectrogram')","[(8, 5, 'sigmoid'), (16, 5, 'relu')]",1.0,1.0,1.0,71613888
29,"(6000, 'spectrogram')","[(8, 3, 'relu')]",0.8181818181818182,0.0,0.0,37976812
30,"(6000, 'spectrogram')","[(2, 3, 'relu')]",0.18181818181818182,0.18181818181818182,1.0,9496252
31,"(6000, 'spectrogram')","[(4, 5, 'relu')]",0.18181818181818182,0.18181818181818182,1.0,18626188
32,"(6000, 'spectrogram')","[(8, 3, 'relu')]",0.18181818181818182,0.18181818181818182,1.0,37976812
33,"(6000, 'spectrogram')","[(2, 5, 'relu')]",1.0,1.0,1.0,9314460
34,"(6000, 'spectrogram')","[(2, 5, 'relu'), (16, 5, 'relu')]",0.8181818181818182,0.0,0.0,71603512
35,"(6000, 'spectrogram')","[(2, 3, 'relu')]",0.8181818181818182,0.0,0.0,9496252
36,"(6000, 'spectrogram')","[(8, 3, 'relu')]",1.0,1.0,1.0,37976812
37,"(6000, 'spectrogram')","[(8, 5, 'sigmoid')]",0.18181818181818182,0.18181818181818182,1.0,37249784
38,"(6000, 'spectrogram')","[(4, 5, 'relu'), (32, 3, 'relu')]",0.8181818181818182,0.0,0.0,146092232
39,"(6000, 'spectrogram')","[(4, 5, 'relu')]",0.18181818181818182,0.18181818181818182,1.0,18626188
40,"(6000, 'spectrogram')","[(2, 5, 'sigmoid')]",0.18181818181818182,0.18181818181818182,1.0,9314600
41,"(6000, 'spectrogram')","[(8, 5, 'relu'), (16, 5, 'relu')]",0.18181818181818182,0.18181818181818182,1.0,71613736
42,"(6000, 'spectrogram')","[(2, 5, 'relu')]",1.0,1.0,1.0,9314460
43,"(6000, 'spectrogram')","[(4, 3, 'relu')]",0.18181818181818182,0.18181818181818182,1.0,18989772
44,"(6000, 'spectrogram')","[(2, 5, 'sigmoid'), (16, 5, 'relu')]",1.0,1.0,1.0,71603664
45,"(6000, 'spectrogram')","[(4, 5, 'relu')]",0.18181818181818182,0.18181818181818182,1.0,18626188
46,"(6000, 'spectrogram')","[(2, 5, 'relu'), (32, 3, 'relu')]",0.8181818181818182,0.0,0.0,146089720
47,"(6000, 'spectrogram')","[(4, 5, 'relu'), (32, 3, 'sigmoid')]",1.0,1.0,1.0,146092384
