Model Number,Accuracy,Precision,Recall,Model Size
28, 1.0, 1.0, 1.0, 18278100
29, 0.8181818181818182, 0.0, 0.0, 8697324
30, 0.18181818181818182, 0.18181818181818182, 1.0, 8981060
