Model Number, Accuracy, Precision, Recall, Model Size
16, 0.8636363636363636, 0.5961538461538461, 0.775, 9192
17, 0.5045454545454545, 0.2553191489361702, 0.9, 9304
18, 0.9772727272727273, 0.8888888888888888, 1.0, 10324
19, 0.9954545454545455, 0.975609756097561, 1.0, 12308
20, 0.9954545454545455, 1.0, 0.975, 12308
21, 0.9863636363636363, 0.9743589743589743, 0.95, 12156
22, 1.0, 1.0, 1.0, 13316
