Model Number,Input Configuration,Model Configuration,Accuracy,Precision,Recall,Model Size
68,"(6000, 'spectrogram')","[(2, 3, 'relu'), (2, 3, 'relu')]",0.9045454545454545,0.8518518518518519,0.575,9315024
69,"(6000, 'spectrogram')","[(2, 3, 'sigmoid')]",1.0,1.0,1.0,9496392
70,"(6000, 'spectrogram')","[(16, 5, 'sigmoid')]",0.8181818181818182,0.0,0.0,74496696
71,"(6000, 'spectrogram')","[(2, 3, 'sigmoid'), (4, 3, 'sigmoid')]",0.8181818181818182,0.0,0.0,18626928
72,"(6000, 'spectrogram')","[(2, 3, 'relu')]",1.0,1.0,1.0,9496252
73,"(6000, 'spectrogram')","[(16, 5, 'relu')]",0.18181818181818182,0.18181818181818182,1.0,74496556
74,"(6000, 'spectrogram')","[(2, 3, 'sigmoid')]",0.8181818181818182,0.0,0.0,9496392
75,"(6000, 'spectrogram')","[(16, 5, 'relu')]",0.8181818181818182,0.0,0.0,74496556
76,"(6000, 'spectrogram')","[(2, 5, 'sigmoid')]",0.18181818181818182,0.18181818181818182,1.0,9314600
77,"(6000, 'spectrogram')","[(2, 3, 'sigmoid')]",1.0,1.0,1.0,9496392
78,"(6000, 'spectrogram')","[(2, 3, 'relu'), (32, 5, 'sigmoid')]",1.0,1.0,1.0,146093840
79,"(6000, 'spectrogram')","[(2, 3, 'sigmoid')]",0.18181818181818182,0.18181818181818182,1.0,9496392
80,"(6000, 'spectrogram')","[(16, 5, 'relu')]",1.0,1.0,1.0,74496556
81,"(6000, 'spectrogram')","[(2, 3, 'sigmoid')]",0.9954545454545455,1.0,0.975,9496392
82,"(6000, 'spectrogram')","[(16, 3, 'relu')]",0.8181818181818182,0.0,0.0,75950892
83,"(6000, 'spectrogram')","[(4, 3, 'sigmoid')]",0.8181818181818182,0.0,0.0,18989924
84,"(6000, 'spectrogram')","[(2, 3, 'relu')]",1.0,1.0,1.0,9496260
85,"(6000, 'spectrogram')","[(16, 5, 'relu')]",0.18181818181818182,0.18181818181818182,1.0,74496564
86,"(6000, 'spectrogram')","[(2, 3, 'sigmoid')]",0.8181818181818182,0.0,0.0,9496404
87,"(6000, 'spectrogram')","[(2, 3, 'relu'), (32, 5, 'sigmoid'), (64, 3, 'relu')]",1.0,1.0,1.0,286471712
88,"(6000, 'spectrogram')","[(2, 3, 'sigmoid')]",0.8181818181818182,0.0,0.0,9496404
89,"(6000, 'spectrogram')","[(2, 3, 'relu')]",0.18181818181818182,0.18181818181818182,1.0,9496260
90,"(6000, 'spectrogram')","[(16, 5, 'relu')]",0.18181818181818182,0.18181818181818182,1.0,74496564
91,"(6000, 'spectrogram')","[(2, 3, 'relu'), (64, 5, 'sigmoid')]",0.18181818181818182,0.18181818181818182,1.0,292184224
92,"(6000, 'spectrogram')","[(2, 5, 'relu')]",0.18181818181818182,0.18181818181818182,1.0,9314468
93,"(6000, 'spectrogram')","[(2, 3, 'sigmoid'), (32, 5, 'sigmoid'), (64, 3, 'relu')]",0.18181818181818182,0.18181818181818182,1.0,286471840
94,"(6000, 'spectrogram')","[(2, 3, 'relu'), (32, 5, 'sigmoid'), (64, 3, 'relu')]",1.0,1.0,1.0,286471712
95,"(6000, 'spectrogram')","[(8, 5, 'relu')]",1.0,1.0,1.0,37249652
96,"(6000, 'spectrogram')","[(4, 3, 'relu')]",1.0,1.0,1.0,18989780
97,"(6000, 'spectrogram')","[(2, 5, 'relu')]",0.8181818181818182,0.0,0.0,9314468
98,"(6000, 'spectrogram')","[(2, 3, 'relu'), (64, 5, 'relu')]",0.8181818181818182,0.0,0.0,292184068
99,"(6000, 'spectrogram')","[(2, 3, 'relu'), (64, 5, 'sigmoid')]",0.8181818181818182,0.0,0.0,292184224
100,"(6000, 'spectrogram')","[(16, 5, 'relu'), (16, 5, 'sigmoid')]",0.18181818181818182,0.18181818181818182,1.0,71627600
101,"(6000, 'spectrogram')","[(2, 3, 'relu'), (64, 3, 'sigmoid')]",0.8181818181818182,0.0,0.0,297977024
102,"(6000, 'spectrogram')","[(2, 3, 'relu'), (32, 3, 'sigmoid'), (64, 3, 'relu')]",0.18181818181818182,0.18181818181818182,1.0,292248140
103,"(6000, 'spectrogram')","[(4, 3, 'relu')]",0.18181818181818182,0.18181818181818182,1.0,18989804
104,"(6000, 'spectrogram')","[(4, 3, 'relu')]",0.8181818181818182,0.0,0.0,18989804
105,"(6000, 'spectrogram')","[(32, 5, 'relu')]",0.18181818181818182,0.18181818181818182,1.0,148990412
106,"(6000, 'spectrogram')","[(2, 3, 'relu'), (32, 5, 'sigmoid'), (64, 5, 'relu')]",0.18181818181818182,0.18181818181818182,1.0,280842828
107,"(6000, 'spectrogram')","[(16, 3, 'relu'), (16, 5, 'sigmoid')]",1.0,1.0,1.0,73071696
108,"(6000, 'spectrogram')","[(2, 3, 'relu'), (64, 3, 'sigmoid'), (64, 3, 'relu')]",0.8181818181818182,0.0,0.0,292324336
109,"(6000, 'spectrogram')","[(2, 3, 'relu'), (32, 5, 'sigmoid'), (64, 3, 'relu')]",0.9954545454545455,0.975609756097561,1.0,286471756
110,"(6000, 'spectrogram')","[(16, 5, 'relu')]",0.18181818181818182,0.18181818181818182,1.0,74496588
111,"(6000, 'spectrogram')","[(16, 5, 'relu'), (16, 3, 'sigmoid')]",1.0,1.0,1.0,73056336
112,"(6000, 'spectrogram')","[(4, 3, 'relu')]",0.9954545454545455,0.975609756097561,1.0,18989804
113,"(6000, 'spectrogram')","[(8, 3, 'relu'), (16, 5, 'sigmoid')]",1.0,1.0,1.0,73058544
114,"(6000, 'spectrogram')","[(2, 3, 'relu'), (32, 5, 'sigmoid'), (64, 3, 'relu')]",1.0,1.0,1.0,286471756
115,"(6000, 'spectrogram')","[(16, 3, 'relu')]",0.18181818181818182,0.18181818181818182,1.0,75950924
116,"(6000, 'spectrogram')","[(16, 3, 'relu'), (16, 5, 'relu')]",0.18181818181818182,0.18181818181818182,1.0,73071544
117,"(6000, 'spectrogram')","[(2, 3, 'relu'), (32, 5, 'sigmoid'), (64, 3, 'sigmoid')]",0.8181818181818182,0.0,0.0,286471880
118,"(6000, 'spectrogram')","[(16, 5, 'relu'), (8, 3, 'sigmoid')]",0.8181818181818182,0.0,0.0,36530704
119,"(6000, 'spectrogram')","[(16, 3, 'relu'), (16, 5, 'sigmoid')]",0.18181818181818182,0.18181818181818182,1.0,73071696
120,"(6000, 'spectrogram')","[(8, 5, 'relu')]",0.17727272727272728,0.1780821917808219,0.975,37249676
121,"(6000, 'spectrogram')","[(16, 5, 'relu'), (16, 3, 'sigmoid')]",0.8181818181818182,0.0,0.0,73056336
122,"(6000, 'spectrogram')","[(8, 3, 'relu')]",0.8181818181818182,0.0,0.0,37976844
123,"(6000, 'spectrogram')","[(16, 3, 'relu'), (16, 5, 'relu')]",1.0,1.0,1.0,73071544
124,"(6000, 'spectrogram')","[(16, 5, 'relu'), (16, 3, 'sigmoid')]",0.8181818181818182,0.0,0.0,73056336
125,"(6000, 'spectrogram')","[(16, 5, 'sigmoid')]",0.18181818181818182,0.18181818181818182,1.0,74496728
126,"(6000, 'spectrogram')","[(8, 3, 'relu'), (16, 5, 'relu')]",0.8181818181818182,0.0,0.0,73058392
127,"(6000, 'spectrogram')","[(16, 3, 'relu'), (16, 5, 'sigmoid'), (32, 3, 'relu')]",0.18181818181818182,0.18181818181818182,1.0,143242460
128,"(6000, 'spectrogram')","[(16, 5, 'relu')]",0.18181818181818182,0.18181818181818182,1.0,74496588
129,"(6000, 'spectrogram')","[(16, 3, 'relu'), (16, 5, 'sigmoid')]",1.0,1.0,1.0,73071696
130,"(6000, 'spectrogram')","[(8, 5, 'relu')]",0.18181818181818182,0.18181818181818182,1.0,37249676
131,"(6000, 'spectrogram')","[(16, 3, 'sigmoid'), (16, 5, 'sigmoid')]",0.18181818181818182,0.18181818181818182,1.0,73071812
132,"(6000, 'spectrogram')","[(16, 3, 'relu'), (16, 5, 'relu')]",1.0,1.0,1.0,73071544
133,"(6000, 'spectrogram')","[(16, 3, 'relu'), (16, 5, 'sigmoid'), (32, 3, 'relu')]",0.8181818181818182,0.0,0.0,143242460
134,"(6000, 'spectrogram')","[(16, 5, 'relu'), (16, 5, 'sigmoid')]",1.0,1.0,1.0,71627600
135,"(6000, 'spectrogram')","[(16, 5, 'sigmoid')]",1.0,1.0,1.0,74496728
136,"(6000, 'spectrogram')","[(16, 3, 'relu'), (16, 5, 'relu')]",0.18181818181818182,0.18181818181818182,1.0,73071544
137,"(6000, 'spectrogram')","[(16, 3, 'sigmoid'), (16, 5, 'sigmoid')]",0.8181818181818182,0.0,0.0,73071812
138,"(6000, 'spectrogram')","[(16, 3, 'relu'), (16, 5, 'relu')]",0.8181818181818182,0.0,0.0,73071544
139,"(6000, 'spectrogram')","[(16, 3, 'relu'), (16, 5, 'relu')]",0.8181818181818182,0.0,0.0,73071544
140,"(6000, 'spectrogram')","[(16, 5, 'relu'), (4, 5, 'relu')]",0.9818181818181818,1.0,0.9,17910568
141,"(6000, 'spectrogram')","[(16, 5, 'relu'), (16, 5, 'sigmoid')]",0.8181818181818182,0.0,0.0,71627600
142,"(6000, 'spectrogram')","[(16, 5, 'relu'), (16, 3, 'sigmoid')]",0.18181818181818182,0.18181818181818182,1.0,73056336
143,"(6000, 'spectrogram')","[(32, 3, 'relu'), (16, 5, 'relu')]",0.8181818181818182,0.0,0.0,73097752
144,"(6000, 'spectrogram')","[(16, 5, 'relu'), (16, 5, 'sigmoid')]",0.8181818181818182,0.0,0.0,71627600
145,"(6000, 'spectrogram')","[(32, 5, 'relu')]",0.8181818181818182,0.0,0.0,148990412
146,"(6000, 'spectrogram')","[(32, 5, 'relu'), (16, 5, 'sigmoid')]",0.9954545454545455,1.0,0.975,71654832
147,"(6000, 'spectrogram')","[(16, 5, 'relu'), (4, 5, 'relu')]",0.9954545454545455,1.0,0.975,17910568
148,"(6000, 'spectrogram')","[(16, 5, 'relu'), (16, 3, 'relu')]",0.18181818181818182,0.18181818181818182,1.0,73056184
149,"(6000, 'spectrogram')","[(32, 5, 'relu'), (16, 3, 'sigmoid')]",0.18181818181818182,0.18181818181818182,1.0,73067184
150,"(6000, 'spectrogram')","[(16, 5, 'sigmoid')]",0.18181818181818182,0.18181818181818182,1.0,74496728
151,"(6000, 'spectrogram')","[(16, 5, 'relu'), (2, 5, 'relu')]",1.0,1.0,1.0,8957760
152,"(6000, 'spectrogram')","[(32, 3, 'relu'), (16, 5, 'relu')]",1.0,1.0,1.0,73097752
153,"(6000, 'spectrogram')","[(32, 5, 'relu')]",0.18181818181818182,0.18181818181818182,1.0,148990412
154,"(6000, 'spectrogram')","[(16, 5, 'relu'), (16, 3, 'relu')]",0.18181818181818182,0.18181818181818182,1.0,73056184
155,"(6000, 'spectrogram')","[(16, 5, 'relu')]",0.8181818181818182,0.0,0.0,74496588
156,"(6000, 'spectrogram')","[(64, 5, 'relu'), (16, 5, 'sigmoid')]",0.8181818181818182,0.0,0.0,71709360
157,"(6000, 'spectrogram')","[(16, 3, 'relu'), (16, 3, 'relu')]",0.18181818181818182,0.18181818181818182,1.0,74505400
158,"(6000, 'spectrogram')","[(16, 5, 'relu'), (4, 5, 'relu')]",0.8181818181818182,0.0,0.0,17910568
159,"(6000, 'spectrogram')","[(32, 5, 'relu')]",0.8181818181818182,0.0,0.0,148990412
160,"(6000, 'spectrogram')","[(32, 5, 'relu')]",0.18181818181818182,0.18181818181818182,1.0,148990412
161,"(6000, 'spectrogram')","[(16, 5, 'relu'), (2, 5, 'relu'), (64, 3, 'relu')]",1.0,1.0,1.0,280640748
162,"(6000, 'spectrogram')","[(32, 5, 'sigmoid')]",0.8181818181818182,0.0,0.0,148990552
163,"(6000, 'spectrogram')","[(16, 3, 'relu'), (16, 3, 'relu')]",0.18181818181818182,0.18181818181818182,1.0,74505400
164,"(6000, 'spectrogram')","[(32, 5, 'relu')]",0.8181818181818182,0.0,0.0,148990412
165,"(6000, 'spectrogram')","[(16, 5, 'relu')]",1.0,1.0,1.0,74496588
166,"(6000, 'spectrogram')","[(32, 5, 'relu')]",0.18181818181818182,0.18181818181818182,1.0,148990412
167,"(6000, 'spectrogram')","[(32, 5, 'relu'), (64, 3, 'sigmoid')]",0.8181818181818182,0.0,0.0,292248432
168,"(6000, 'spectrogram')","[(16, 5, 'relu'), (2, 5, 'relu'), (64, 3, 'relu'), (2, 5, 'relu')]",0.18181818181818182,0.18181818181818182,1.0,8438432
169,"(6000, 'spectrogram')","[(16, 5, 'relu')]",0.18181818181818182,0.18181818181818182,1.0,74496588
170,"(6000, 'spectrogram')","[(8, 5, 'relu')]",1.0,1.0,1.0,37249676
171,"(6000, 'spectrogram')","[(16, 5, 'relu'), (2, 5, 'relu'), (64, 3, 'relu')]",1.0,1.0,1.0,280640748
172,"(6000, 'spectrogram')","[(16, 5, 'relu'), (32, 5, 'relu')]",0.8181818181818182,0.0,0.0,143249880
173,"(6000, 'spectrogram')","[(32, 5, 'relu')]",1.0,1.0,1.0,148990412
174,"(6000, 'spectrogram')","[(16, 5, 'relu'), (2, 5, 'relu'), (64, 3, 'relu'), (2, 5, 'relu')]",0.8181818181818182,0.0,0.0,8438432
175,"(6000, 'spectrogram')","[(16, 5, 'relu')]",0.8181818181818182,0.0,0.0,74496588
176,"(6000, 'spectrogram')","[(16, 3, 'relu')]",0.18181818181818182,0.18181818181818182,1.0,75950924
177,"(6000, 'spectrogram')","[(8, 3, 'relu')]",1.0,1.0,1.0,37976844
178,"(6000, 'spectrogram')","[(16, 5, 'relu'), (2, 5, 'relu'), (64, 3, 'relu')]",0.9727272727272728,1.0,0.85,280640748
179,"(6000, 'spectrogram')","[(32, 5, 'relu')]",1.0,1.0,1.0,148990412
180,"(6000, 'spectrogram')","[(32, 5, 'relu')]",0.18181818181818182,0.18181818181818182,1.0,148990412
181,"(6000, 'spectrogram')","[(8, 5, 'sigmoid')]",0.18181818181818182,0.18181818181818182,1.0,37249816
182,"(6000, 'spectrogram')","[(32, 5, 'relu'), (4, 5, 'relu')]",0.9636363636363636,0.9705882352941176,0.825,17918632
183,"(6000, 'spectrogram')","[(8, 3, 'relu'), (32, 3, 'sigmoid')]",0.8181818181818182,0.0,0.0,148997424
184,"(6000, 'spectrogram')","[(32, 5, 'relu')]",1.0,1.0,1.0,148990412
185,"(6000, 'spectrogram')","[(16, 5, 'relu')]",0.18181818181818182,0.18181818181818182,1.0,74496588
186,"(6000, 'spectrogram')","[(32, 3, 'relu')]",0.18181818181818182,0.18181818181818182,1.0,151899084
187,"(6000, 'spectrogram')","[(32, 5, 'relu')]",1.0,1.0,1.0,148990412
188,"(6000, 'spectrogram')","[(32, 5, 'relu'), (2, 5, 'relu')]",0.18181818181818182,0.18181818181818182,1.0,8962624
189,"(6000, 'spectrogram')","[(32, 5, 'relu')]",0.8181818181818182,0.0,0.0,148990412
190,"(6000, 'spectrogram')","[(16, 5, 'sigmoid')]",1.0,1.0,1.0,74496728
191,"(6000, 'spectrogram')","[(32, 5, 'sigmoid')]",0.18181818181818182,0.18181818181818182,1.0,148990552
192,"(6000, 'spectrogram')","[(64, 5, 'relu')]",0.18181818181818182,0.18181818181818182,1.0,297978060
193,"(6000, 'spectrogram')","[(16, 5, 'relu')]",1.0,1.0,1.0,74496588
194,"(6000, 'spectrogram')","[(32, 5, 'relu')]",0.18181818181818182,0.18181818181818182,1.0,148990412
195,"(6000, 'spectrogram')","[(16, 5, 'relu'), (2, 3, 'relu')]",1.0,1.0,1.0,9136352
196,"(6000, 'spectrogram')","[(32, 3, 'relu')]",0.18181818181818182,0.18181818181818182,1.0,151899084
197,"(6000, 'spectrogram')","[(16, 5, 'sigmoid'), (64, 5, 'relu')]",0.8181818181818182,0.0,0.0,286494960
198,"(6000, 'spectrogram')","[(32, 5, 'sigmoid')]",0.18181818181818182,0.18181818181818182,1.0,148990552
199,"(6000, 'spectrogram')","[(32, 5, 'sigmoid')]",0.18181818181818182,0.18181818181818182,1.0,148990552
200,"(6000, 'spectrogram')","[(8, 5, 'relu')]",0.18181818181818182,0.18181818181818182,1.0,37249676
201,"(6000, 'spectrogram')","[(16, 3, 'sigmoid')]",0.18181818181818182,0.18181818181818182,1.0,75951064
202,"(6000, 'spectrogram')","[(16, 5, 'relu')]",0.18181818181818182,0.18181818181818182,1.0,74496588
203,"(6000, 'spectrogram')","[(32, 3, 'sigmoid')]",0.18181818181818182,0.18181818181818182,1.0,151899224
204,"(6000, 'spectrogram')","[(16, 5, 'sigmoid')]",1.0,1.0,1.0,74496728
205,"(6000, 'spectrogram')","[(16, 5, 'relu'), (4, 5, 'sigmoid')]",0.8181818181818182,0.0,0.0,17910720
206,"(6000, 'spectrogram')","[(16, 3, 'relu')]",1.0,1.0,1.0,75950924
207,"(6000, 'spectrogram')","[(32, 5, 'sigmoid')]",0.18181818181818182,0.18181818181818182,1.0,148990552
208,"(6000, 'spectrogram')","[(16, 3, 'relu')]",0.18181818181818182,0.18181818181818182,1.0,75950924
209,"(6000, 'spectrogram')","[(16, 5, 'sigmoid')]",1.0,1.0,1.0,74496728
210,"(6000, 'spectrogram')","[(8, 5, 'relu')]",0.18181818181818182,0.18181818181818182,1.0,37249676
211,"(6000, 'spectrogram')","[(32, 3, 'sigmoid')]",0.8181818181818182,0.0,0.0,151899224
212,"(6000, 'spectrogram')","[(8, 5, 'sigmoid')]",1.0,1.0,1.0,37249816
213,"(6000, 'spectrogram')","[(8, 3, 'relu')]",0.18181818181818182,0.18181818181818182,1.0,37976844
214,"(6000, 'spectrogram')","[(16, 5, 'sigmoid')]",0.18181818181818182,0.18181818181818182,1.0,74496728
215,"(6000, 'spectrogram')","[(16, 5, 'relu'), (32, 5, 'relu')]",0.990909090909091,1.0,0.95,143249880
216,"(6000, 'spectrogram')","[(8, 5, 'sigmoid')]",0.18181818181818182,0.18181818181818182,1.0,37249816
217,"(6000, 'spectrogram')","[(16, 5, 'sigmoid')]",1.0,1.0,1.0,74496728
218,"(6000, 'spectrogram')","[(16, 5, 'sigmoid')]",0.8181818181818182,0.0,0.0,74496728
219,"(6000, 'spectrogram')","[(8, 5, 'relu')]",1.0,1.0,1.0,37249676
220,"(6000, 'spectrogram')","[(16, 5, 'sigmoid')]",1.0,1.0,1.0,74496728
221,"(6000, 'spectrogram')","[(8, 5, 'sigmoid')]",0.8181818181818182,0.0,0.0,37249816
222,"(6000, 'spectrogram')","[(16, 5, 'relu')]",0.8181818181818182,0.0,0.0,74496588
223,"(6000, 'spectrogram')","[(16, 5, 'sigmoid'), (8, 5, 'relu')]",0.18181818181818182,0.18181818181818182,1.0,35816336
224,"(6000, 'spectrogram')","[(8, 5, 'relu')]",1.0,1.0,1.0,37249676
225,"(6000, 'spectrogram')","[(16, 5, 'relu'), (8, 3, 'sigmoid')]",1.0,1.0,1.0,36530704
226,"(6000, 'spectrogram')","[(8, 5, 'sigmoid')]",0.18181818181818182,0.18181818181818182,1.0,37249816
227,"(6000, 'spectrogram')","[(8, 5, 'sigmoid')]",0.8181818181818182,0.0,0.0,37249816
228,"(6000, 'spectrogram')","[(8, 5, 'relu')]",0.18181818181818182,0.18181818181818182,1.0,37249676
229,"(6000, 'spectrogram')","[(16, 5, 'relu')]",0.8181818181818182,0.0,0.0,74496588
230,"(6000, 'spectrogram')","[(16, 5, 'relu')]",0.8181818181818182,0.0,0.0,74496588
231,"(6000, 'spectrogram')","[(16, 5, 'relu')]",0.8181818181818182,0.0,0.0,74496588
232,"(6000, 'spectrogram')","[(8, 5, 'relu'), (2, 3, 'sigmoid')]",0.8181818181818182,0.0,0.0,9135096
233,"(6000, 'spectrogram')","[(8, 5, 'relu')]",0.8181818181818182,0.0,0.0,37249676
234,"(6000, 'spectrogram')","[(16, 5, 'relu')]",0.18181818181818182,0.18181818181818182,1.0,74496588
235,"(6000, 'spectrogram')","[(8, 5, 'relu')]",1.0,1.0,1.0,37249676
236,"(6000, 'spectrogram')","[(8, 5, 'sigmoid')]",0.18181818181818182,0.18181818181818182,1.0,37249816
237,"(6000, 'spectrogram')","[(4, 5, 'relu')]",1.0,1.0,1.0,18626220
238,"(6000, 'spectrogram')","[(8, 5, 'relu')]",0.8181818181818182,0.0,0.0,37249676
